"letter","xbox","ybox","width","height","onpix","xbar","ybar","x2bar","y2bar","xybar","x2ybar","xy2bar","xedge","xedgey","yedge","yedgex","RowID"
"N",4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,8,5621
"I",3,11,5,8,6,9,6,3,4,8,5,5,5,8,5,5,11253
"P",6,10,9,8,5,7,12,7,NA,11,4,2,2,11,4,8,5431
"O",4,8,5,6,2,7,7,8,8,7,6,7,3,8,4,8,16883
"O",2,1,3,2,2,7,7,7,4,7,6,8,2,8,2,8,15028
"K",1,1,2,1,1,6,7,4,7,7,6,11,3,8,4,9,1755
"X",6,9,7,8,8,8,6,1,6,7,6,8,4,13,9,8,13379
"A",3,9,6,7,4,13,3,3,3,11,1,9,2,6,2,9,2495
"Z",7,10,9,8,6,6,9,3,9,12,8,6,3,10,7,6,12037
"K",2,3,3,1,1,4,8,2,6,10,10,10,2,8,2,6,3695
"N",6,10,8,8,4,7,8,2,5,10,7,8,5,8,1,8,17004
"C",5,10,6,7,4,7,7,8,7,6,6,9,4,8,4,8,10900
"Y",5,6,5,4,3,5,9,1,7,9,10,6,1,11,3,5,1969
"Q",6,11,6,6,4,11,3,4,5,12,3,9,3,9,7,12,4793
"W",5,6,5,4,4,5,11,3,2,9,8,7,6,12,2,7,11536
"K",3,4,4,5,1,4,7,8,2,7,5,11,4,8,2,11,5786
"L",3,5,4,5,3,8,7,4,5,7,6,8,3,8,7,10,218
"N",2,4,4,3,2,7,9,2,4,10,6,6,5,8,1,7,7250
"G",6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,576
"K",3,5,6,4,3,5,7,2,8,11,9,11,4,7,4,7,6172
"X",3,6,5,4,3,7,7,1,7,10,6,8,3,8,3,7,9377
"D",5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5,13981
"W",11,15,11,8,5,2,9,3,2,9,11,9,9,12,0,6,7243
"F",5,9,4,4,2,6,10,3,5,12,6,5,2,8,5,6,3439
"X",9,13,8,8,4,6,7,3,9,9,9,9,4,8,4,6,7701
"K",5,7,7,6,6,6,7,3,4,6,4,9,6,5,9,8,16269
"U",4,10,6,7,9,10,8,4,4,5,8,8,9,8,8,6,1587
"K",4,7,6,5,4,6,7,1,6,10,7,10,3,8,3,8,4473
"T",4,8,5,6,4,6,11,3,6,8,11,8,2,12,1,7,5383
"V",4,7,6,5,6,7,6,4,2,8,8,8,5,10,4,7,9648
"G",3,4,4,3,2,6,7,5,5,9,7,10,2,9,4,9,13125
"T",3,9,4,6,3,10,10,1,8,5,11,8,1,10,1,8,3610
"R",5,11,7,8,7,9,8,4,5,9,4,7,3,7,4,11,7152
"E",3,4,5,3,2,8,7,1,8,11,5,8,2,8,4,10,11527
"H",5,11,5,8,5,7,8,14,1,7,5,8,3,8,0,8,3540
"L",7,10,9,7,7,6,6,9,5,6,6,9,3,7,6,13,4017
"Q",3,7,4,6,2,9,8,8,5,5,8,9,3,8,5,9,13421
"Y",8,10,8,NA,3,4,10,2,8,11,11,5,1,11,3,3,10387
"I",1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,14981
"U",3,3,4,2,2,6,8,5,7,10,8,8,3,10,3,6,12722
"I",2,11,2,8,4,7,7,0,7,7,6,8,0,8,2,8,13233
"C",2,3,3,2,1,4,8,4,6,10,9,12,1,9,2,8,16945
"F",4,5,5,7,2,1,14,5,4,12,10,5,0,8,2,5,11665
"Y",2,1,4,2,1,7,11,1,7,7,11,8,1,11,2,8,19348
"C",4,6,4,4,2,5,9,6,8,12,10,11,1,9,2,7,15384
"J",4,11,5,8,3,9,7,2,7,15,4,8,0,6,1,7,19524
"H",5,9,6,7,6,7,5,13,2,7,9,8,3,9,0,8,5577
"N",6,11,6,8,6,7,7,13,1,6,6,8,5,8,0,8,3704
"E",4,10,6,8,8,7,7,3,5,6,7,10,5,10,8,8,10448
"Q",4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,594
"N",10,13,12,8,5,4,9,3,4,13,10,9,6,8,0,7,2267
"V",9,14,8,8,5,6,9,4,4,8,8,5,5,13,3,7,18956
"N",3,5,3,4,2,7,9,5,4,7,6,7,5,8,NA,7,16169
"C",5,11,6,8,2,5,7,7,10,7,6,14,1,8,4,9,4242
"M",6,6,8,4,5,10,6,2,5,9,4,7,8,6,2,8,9067
"A",2,7,4,5,3,11,3,2,2,9,2,9,2,6,3,8,2512
"K",4,5,5,4,3,4,7,5,8,7,6,13,3,8,NA,9,2643
"V",7,13,6,7,3,8,10,6,4,8,10,5,6,13,3,8,6501
"L",5,7,6,5,4,6,6,7,7,5,6,10,2,8,4,10,4921
"S",3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7,721
"R",4,5,6,4,3,9,7,2,6,10,3,6,2,7,3,10,13940
"Q",1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,3106
"O",9,14,6,8,4,4,9,6,5,10,8,9,5,10,5,7,3731
"B",4,9,4,4,4,8,7,3,4,9,6,8,5,7,6,8,9106
"T",6,9,5,4,3,7,9,2,6,12,7,6,2,9,4,6,7982
"K",6,11,6,8,3,4,9,9,2,7,3,11,4,8,2,11,4758
"D",4,9,5,6,4,8,7,6,6,10,5,5,3,8,3,8,3734
"K",4,10,5,8,2,3,7,7,3,7,7,11,4,8,3,10,11096
"C",3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10,8466
"A",1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8,10831
"F",4,8,4,5,1,1,11,5,7,11,11,9,0,8,2,6,15833
"T",4,9,6,7,4,8,10,1,8,6,11,7,0,10,1,7,15152
NA,6,11,6,6,3,8,8,3,4,9,6,7,6,9,5,9,1121
"U",3,5,5,3,2,7,9,6,7,7,10,9,3,9,1,8,1938
"A",3,8,5,5,2,6,4,3,1,6,1,8,2,7,2,7,19807
"R",4,9,6,7,6,9,7,4,5,10,4,7,3,7,4,11,15716
"E",5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9,376
"L",2,4,3,2,1,6,4,1,8,7,2,10,0,7,2,8,3042
"E",5,12,4,6,3,6,9,4,4,10,6,9,3,8,7,9,19795
"H",5,7,8,9,7,8,5,3,2,7,5,7,4,8,8,8,6491
"D",4,6,5,5,5,7,8,4,7,6,4,8,4,8,5,5,17229
"Y",5,11,7,8,7,NA,7,5,4,7,7,8,6,8,8,3,13492
"X",5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7,17864
"Y",4,5,6,7,1,7,12,2,3,7,12,8,1,10,0,8,7803
"B",5,8,7,6,6,10,6,3,6,10,4,7,2,8,5,10,6875
"X",5,11,8,8,4,5,8,2,8,10,11,9,3,9,4,6,382
"R",3,7,3,5,3,5,9,7,3,7,5,8,2,7,4,11,2259
"F",3,3,3,4,1,1,11,5,7,11,11,9,0,8,2,6,7980
"K",4,10,6,7,NA,6,7,3,7,6,5,8,3,8,5,9,2434
"Y",4,5,5,3,2,4,10,2,8,11,10,5,1,11,3,4,3668
"Y",5,10,5,7,3,3,10,2,8,11,11,6,0,NA,2,4,4436
"D",5,4,5,6,3,5,7,10,9,7,6,5,3,8,4,8,13630
"I",1,3,1,2,0,7,7,1,7,13,6,8,0,8,0,8,15828
"Z",2,4,4,3,2,7,7,2,9,11,6,8,1,8,5,8,6114
"M",1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,16892
"P",6,10,8,8,7,8,5,7,5,7,6,6,3,9,8,9,84
"P",3,8,5,6,4,7,5,5,4,7,6,9,3,9,6,11,11466
"Z",4,9,4,7,4,7,8,3,12,8,6,8,0,8,7,7,11861
"G",5,9,7,8,8,8,6,6,4,7,6,9,10,10,9,9,12377
"C",2,4,3,3,1,4,9,5,7,11,9,12,1,9,2,7,18318
"L",5,10,7,8,5,8,4,1,7,9,2,9,1,6,3,9,19542
"N",4,6,6,4,3,7,8,3,4,10,6,7,5,8,0,7,2975
"P",7,11,10,8,6,9,8,4,6,12,3,3,2,10,4,9,9535
"Z",4,10,5,7,4,7,8,6,11,7,6,9,1,9,8,7,17921
"F",3,2,4,4,3,NA,11,3,6,11,10,5,1,10,3,6,13779
"R",12,15,9,8,5,9,6,6,5,10,2,8,7,6,6,11,3605
"N",3,4,5,3,2,6,9,2,NA,10,7,7,5,8,1,8,18136
"D",3,6,5,4,6,9,9,4,4,7,6,6,3,8,7,5,18841
"B",7,10,9,8,6,11,5,3,7,11,3,7,5,7,7,12,3903
"C",5,10,4,5,3,8,7,4,2,8,8,10,3,9,7,13,17481
"W",6,9,NA,7,5,4,10,3,3,9,8,7,7,11,2,5,9120
"K",1,0,1,0,0,5,7,7,1,7,6,11,2,8,2,11,11771
"N",1,3,3,2,1,5,9,3,3,10,8,8,4,8,0,7,1699
"E",3,5,5,3,2,7,7,2,8,11,5,9,2,8,4,9,8011
"O",6,9,8,6,9,8,9,5,2,7,7,8,9,9,6,12,8947
"D",4,5,4,8,3,5,7,11,8,7,7,5,3,8,4,8,3182
"Z",2,5,4,4,2,7,8,2,10,12,7,7,1,8,5,6,5729
"P",11,15,9,8,4,6,10,6,3,11,4,4,5,10,4,7,15719
"N",1,0,1,1,0,7,7,10,0,5,6,8,4,8,0,8,19676
"S",2,7,3,5,3,8,8,8,6,8,4,6,2,6,8,8,4358
"U",5,5,5,7,2,7,5,14,5,7,15,8,3,9,0,8,8778
"U",9,10,9,8,5,4,7,6,9,9,8,9,6,10,4,2,3701
"D",2,5,4,3,3,9,7,5,6,9,5,5,2,8,3,8,15968
"R",3,6,4,4,4,8,8,7,2,7,4,7,4,7,7,8,6762
"F",4,8,4,6,2,NA,11,5,7,12,11,9,0,8,2,6,16482
"T",3,8,4,6,2,9,13,0,6,6,10,8,0,8,0,8,7632
"V",6,9,9,8,10,NA,7,5,5,7,6,8,8,9,9,3,88
"Y",3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8,709
"G",7,15,6,8,4,9,3,3,3,7,3,5,4,7,4,9,7759
"W",3,7,5,5,4,5,10,2,2,8,9,9,7,11,1,8,10701
"W",8,11,8,8,9,6,10,4,3,9,6,6,11,10,4,5,8266
"P",4,5,5,4,3,5,10,4,5,10,8,3,1,10,3,7,8670
"W",4,4,5,3,3,6,11,5,2,8,7,6,6,11,2,6,348
"R",4,8,5,6,4,8,8,5,7,6,4,7,3,6,5,8,4483
"Z",4,7,5,5,4,9,7,5,3,7,5,7,3,8,9,5,6763
"M",6,11,9,9,10,9,7,5,5,6,7,6,10,9,3,6,4893
"P",2,3,2,1,1,6,10,5,4,9,7,4,1,9,3,7,11740
"S",5,10,6,8,3,8,8,6,9,5,6,7,0,8,9,8,13226
"V",6,11,6,8,4,3,11,3,4,9,11,8,3,11,1,7,18626
"Q",4,6,6,9,3,8,9,7,6,6,9,9,4,7,6,10,16297
"G",4,7,4,5,3,5,7,5,4,8,7,11,2,8,4,10,18076
NA,3,3,5,5,2,6,4,3,1,6,1,8,3,7,2,7,9618
"S",1,1,2,1,0,8,7,4,7,5,6,7,0,8,7,8,4772
"L",3,8,4,6,3,8,4,1,7,9,2,10,1,6,3,9,15249
"O",6,10,7,NA,7,7,8,9,4,7,7,8,3,7,3,7,18323
"O",4,6,5,5,4,7,6,4,4,6,3,6,2,7,4,7,10046
"R",3,7,3,4,2,5,11,8,4,7,3,9,3,7,5,11,10630
"A",5,11,7,8,3,9,3,3,3,7,2,9,3,7,3,9,16573
"X",3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,8,4618
"A",3,9,5,6,3,10,3,2,2,8,3,10,2,6,3,7,15361
"V",4,7,5,5,2,9,12,2,3,4,11,9,3,12,1,7,17137
"S",4,7,6,5,6,8,6,4,3,8,6,8,4,8,10,10,9608
"K",4,4,7,3,3,8,7,2,7,10,4,8,5,9,4,9,5984
"Z",2,1,2,1,1,7,7,5,8,6,6,8,1,8,6,8,7183
"A",4,9,6,7,4,12,2,3,2,10,2,9,2,7,3,8,3803
"U",6,11,6,6,3,6,5,4,5,6,8,8,5,7,2,8,4728
"D",8,15,7,8,6,10,5,4,NA,10,4,7,6,7,9,8,15238
"K",6,11,8,8,7,6,6,4,7,6,6,11,5,7,8,10,882
"M",6,10,8,8,7,11,5,2,5,9,3,6,8,6,2,9,7889
"M",3,7,4,5,3,7,7,11,1,7,9,8,8,6,0,8,14783
"D",8,11,8,6,4,9,6,5,6,12,4,8,6,6,6,10,2483
"B",3,7,5,5,5,8,7,7,6,6,6,6,2,8,6,9,6035
"F",3,5,3,3,2,5,12,5,6,11,9,3,1,10,3,5,12786
"Z",2,3,4,2,2,7,8,2,9,12,7,7,1,8,5,7,13159
"L",2,2,3,4,2,4,4,4,7,2,1,6,0,7,1,6,5421
"G",7,10,7,8,5,6,6,7,7,10,7,11,2,9,5,9,9847
"N",4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,6536
"X",5,11,8,8,6,8,7,3,9,5,6,8,3,8,7,8,12211
"Y",2,7,4,4,1,8,11,1,3,6,12,8,1,10,0,8,16719
"T",3,8,4,5,1,10,15,1,6,4,11,9,0,8,0,8,8168
"U",5,6,5,4,2,5,8,6,8,9,8,NA,3,9,2,5,126
"G",5,7,7,6,7,6,10,5,3,7,7,7,9,13,8,7,10839
"P",2,4,3,3,2,5,10,4,4,10,8,3,1,10,3,6,10963
"I",2,5,3,3,1,7,8,1,7,14,6,7,0,8,1,7,12642
"J",3,6,5,4,2,7,4,5,3,13,9,14,1,6,1,6,17455
"V",3,7,5,5,1,5,8,5,3,9,14,8,3,10,0,8,14928
"Q",4,6,5,8,3,8,7,8,6,6,8,8,3,7,6,10,3699
"F",1,1,1,1,0,2,12,4,3,11,9,6,0,8,2,7,3321
"Z",2,1,2,1,1,8,7,5,9,6,6,8,1,8,6,8,19799
"W",4,5,4,3,3,3,10,2,2,10,10,8,5,11,1,7,3289
"L",2,4,3,3,1,7,4,1,7,9,3,10,0,6,3,8,12446
"U",6,7,6,5,3,3,8,5,7,10,10,9,3,9,2,6,13836
"C",3,7,5,5,5,5,7,3,4,7,6,10,5,10,3,8,1750
"K",4,9,6,7,7,6,6,3,4,6,5,9,8,6,8,8,796
"S",3,7,4,5,3,7,7,5,7,5,6,10,0,9,8,7,10320
"R",5,8,7,6,7,7,6,3,5,7,6,8,6,9,6,7,18821
"W",4,6,7,4,NA,9,11,2,3,5,9,8,7,11,1,8,438
"X",3,5,5,5,4,8,8,2,5,8,6,8,3,8,7,8,10293
NA,7,11,9,8,8,6,7,7,5,7,7,6,4,7,4,8,2673
"C",8,15,5,8,3,7,7,8,8,12,7,10,2,9,5,9,2853
"G",4,6,4,4,3,6,7,5,5,9,8,11,2,8,4,10,11197
"P",5,9,7,7,7,5,9,6,4,8,7,9,5,9,7,10,16296
"F",4,6,6,4,3,5,12,4,5,13,7,4,2,10,2,6,5970
"J",2,7,2,5,1,13,2,8,4,13,4,12,1,6,0,8,11569
"B",4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,7626
NA,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7,12511
"A",3,6,4,4,2,8,2,2,2,7,2,8,2,6,3,7,1493
"Y",9,10,8,8,4,3,10,4,7,13,12,6,2,11,3,6,17375
"X",3,5,4,4,2,8,7,3,9,6,6,8,2,8,6,8,6998
"S",4,6,5,4,2,8,8,4,8,11,8,7,2,10,5,6,2780
"U",4,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,16218
"H",4,7,5,5,4,8,6,13,1,7,7,8,3,8,0,8,19167
"F",3,5,5,6,5,7,9,4,4,7,6,7,4,9,8,9,12805
"Y",6,9,6,4,3,6,7,4,3,10,9,6,3,10,4,4,6672
"F",8,15,7,8,5,8,10,3,5,12,5,4,4,9,7,7,4034
"L",2,7,4,5,3,9,3,1,5,9,3,9,1,6,2,9,6177
"C",4,10,5,7,3,4,8,6,6,12,10,13,1,10,3,8,6767
"I",1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1400
"I",1,7,0,5,0,7,7,5,3,7,6,8,0,8,0,8,10107
"G",4,9,5,7,4,5,7,5,4,9,9,9,2,7,5,9,11361
"H",1,0,2,0,0,7,7,11,1,7,6,8,3,8,0,8,2397
"M",11,12,11,7,6,6,9,5,4,4,4,11,11,14,3,8,11499
"R",3,4,3,3,3,7,7,5,5,6,5,7,3,7,4,8,14926
"Y",3,5,4,6,5,9,9,5,3,6,7,8,5,10,7,6,15585
"D",9,15,8,8,6,8,6,3,7,10,5,7,6,8,9,6,16980
"N",2,3,4,2,1,7,9,3,4,10,7,7,5,8,1,8,3213
"J",3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,548
"A",2,4,4,6,2,7,5,3,1,7,NA,8,2,7,2,8,7495
"K",6,9,9,7,6,5,7,2,8,10,8,10,4,7,4,7,6994
"J",3,5,4,8,1,11,2,11,3,13,7,14,1,6,0,8,17752
"K",4,5,5,4,3,5,7,4,8,7,6,10,6,8,5,9,2280
"G",3,9,5,6,4,6,6,6,6,7,5,12,2,9,4,9,18760
"S",7,10,8,8,5,9,8,3,7,10,3,6,3,8,5,9,14222
"E",7,10,9,8,7,4,9,4,8,12,10,9,3,8,5,4,10950
"P",4,11,6,9,6,7,9,5,5,9,8,3,2,10,4,6,17819
"M",5,5,6,4,5,8,6,6,5,7,7,8,9,6,3,7,9437
"L",4,10,4,8,1,0,1,5,6,0,0,6,0,8,0,8,4937
"C",3,6,5,4,4,7,NA,4,3,7,7,10,5,10,3,8,9115
"L",4,8,5,6,3,2,4,2,8,2,0,9,0,7,1,6,17044
"I",3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,5843
"D",4,11,6,8,7,9,7,4,5,10,4,6,4,7,3,8,17714
"N",2,4,4,3,2,8,8,2,4,10,5,6,4,9,1,6,14142
"O",5,8,5,6,4,7,9,7,4,10,7,6,4,9,4,8,18518
"X",5,10,8,7,5,4,7,1,8,10,10,10,4,7,4,5,19103
"O",4,10,5,8,5,8,6,8,4,7,4,8,3,8,3,8,15841
"Z",5,10,6,8,3,7,7,4,15,9,6,8,0,8,8,8,8578
"Q",3,8,4,9,5,9,7,8,3,5,6,9,3,8,6,10,14269
"G",2,0,2,1,1,8,7,6,5,6,6,9,1,7,5,10,17846
"M",7,8,9,7,10,8,7,5,4,7,6,7,10,9,6,4,6457
"X",NA,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7,4696
"L",3,9,5,7,3,8,4,2,7,8,2,8,1,6,2,9,14708
"K",5,9,7,7,9,8,7,3,4,6,7,8,10,8,8,7,5033
"T",5,8,7,6,7,7,8,4,7,8,6,9,5,8,5,6,8328
"Z",6,9,6,4,4,9,5,4,8,11,4,9,3,6,6,9,17278
"S",2,6,3,4,3,8,8,7,6,7,4,6,2,6,8,8,16371
"C",5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9,1944
"J",2,6,2,4,1,13,2,8,4,13,4,12,0,7,0,8,4802
"Z",7,11,7,6,4,8,6,2,8,11,6,9,3,9,5,8,17891
"K",4,8,6,6,5,5,8,1,6,9,7,9,3,8,3,8,1041
"G",5,10,7,8,5,6,6,7,6,6,6,10,2,8,5,8,12676
"O",5,8,6,6,5,8,7,7,4,10,6,7,3,8,3,8,7063
"U",3,3,4,2,1,7,9,6,7,7,10,9,3,10,1,8,5521
"S",1,0,2,1,0,8,7,4,6,5,6,7,0,8,7,8,9081
"U",4,5,5,4,2,6,8,6,8,6,10,9,3,9,1,7,15292
"N",5,8,7,6,5,7,9,5,5,7,6,6,7,8,3,7,17637
"N",5,7,8,5,3,NA,8,3,5,10,6,7,6,8,1,7,NA
"X",2,3,4,1,1,6,8,2,8,11,NA,8,2,8,3,7,15829
"J",4,10,5,7,3,8,6,3,6,14,4,9,0,6,1,7,1234
"O",3,4,4,3,2,8,6,7,4,9,5,8,2,8,3,8,1354
"E",3,6,4,4,3,NA,8,3,7,11,8,9,2,8,5,7,7170
"K",2,1,3,2,2,7,7,4,6,6,6,9,3,8,5,10,3768
"R",4,10,5,8,3,5,10,9,3,7,5,8,3,8,6,11,10296
"U",2,0,3,1,1,7,5,11,5,7,14,8,3,10,0,8,2567
"X",9,12,8,6,4,7,7,2,9,9,7,9,4,9,4,7,15896
"Y",2,7,4,5,NA,10,10,3,1,6,12,8,2,11,0,8,12194
"L",4,10,5,8,3,5,3,6,8,1,2,4,1,6,NA,5,8832
"G",2,2,3,3,2,7,6,6,6,7,6,10,2,9,4,9,13161
"V",3,5,5,3,2,4,12,3,3,9,11,7,2,11,1,8,18586
"V",4,7,4,5,3,3,11,2,2,9,11,8,2,11,1,8,3751
"O",4,4,5,7,2,7,8,8,8,6,8,9,3,8,4,8,7154
"Q",7,12,6,6,5,11,4,4,6,10,4,7,3,9,7,12,15132
"D",5,10,7,7,7,9,7,4,6,9,4,6,3,8,3,8,14532
"Y",3,5,5,4,2,6,10,1,8,8,12,8,1,11,2,7,12180
"P",5,5,7,6,7,7,8,4,3,8,8,6,6,11,5,5,9356
"B",3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,10,19162
"U",3,7,5,5,4,9,6,7,5,7,6,8,3,8,4,5,11661
"A",5,11,8,8,5,9,3,2,3,8,1,8,2,7,3,7,15826
"L",3,4,3,7,1,0,1,5,6,0,0,7,0,8,0,8,8524
"F",4,8,6,6,3,4,12,4,5,13,8,4,2,10,2,6,14681
"P",4,11,6,8,5,6,8,5,6,9,8,4,2,10,4,7,15621
"K",6,11,7,6,4,11,7,NA,6,10,3,6,5,10,3,10,18074
"W",9,10,13,9,15,8,7,5,5,7,6,8,12,10,10,4,17599
"V",3,10,5,7,2,6,8,4,3,8,14,8,3,10,0,8,12951
"T",2,1,3,2,0,7,15,1,4,7,11,8,0,8,0,8,5003
"Y",4,7,6,5,3,8,10,1,6,4,11,9,2,11,2,8,2983
"X",6,10,6,6,3,7,7,2,7,11,6,8,4,9,4,7,18577
"E",5,11,5,8,3,3,8,6,12,7,6,15,0,8,7,6,12738
"D",4,7,6,6,5,5,7,7,7,7,6,7,4,6,5,6,10477
"T",6,8,7,6,8,6,8,4,6,8,6,9,5,8,5,7,19309
"O",NA,4,4,6,2,7,7,9,6,7,6,8,3,8,4,8,19622
"O",5,5,7,4,4,7,6,5,5,9,5,9,3,6,5,6,6653
"V",5,8,5,6,2,2,12,5,4,12,12,7,3,10,1,8,19886
"E",5,9,4,4,2,7,8,4,7,9,6,9,1,9,7,9,12559
"U",4,4,4,6,2,7,5,14,5,7,13,8,NA,9,0,8,14638
"V",3,6,5,4,1,8,8,4,2,6,14,8,3,10,0,8,13591
"N",4,4,4,3,2,7,9,5,4,7,6,7,5,9,2,7,11702
"Y",4,9,6,6,4,10,10,1,7,3,11,8,1,11,2,9,14025
"N",6,9,8,8,8,7,7,5,4,7,5,8,7,9,5,7,3401
"J",2,9,3,6,2,10,6,1,7,11,3,6,0,7,1,7,2369
"T",8,11,8,8,4,5,14,7,4,11,8,3,2,12,1,4,15297
"Q",4,6,6,9,9,9,7,6,1,7,6,9,10,9,5,7,2526
"R",4,5,5,4,4,7,8,5,6,7,5,6,6,7,4,8,7276
"V",3,8,4,6,3,7,11,2,3,6,11,9,2,10,1,9,17709
"O",1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8,18793
"H",3,7,4,5,4,8,7,5,6,7,6,9,3,8,3,8,16359
"W",5,9,8,7,7,6,11,2,2,7,8,8,8,11,1,8,14316
"Z",4,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8,4321
"W",4,9,7,7,5,9,10,2,3,6,9,8,7,11,1,8,18691
"F",3,9,4,6,2,1,12,5,4,11,10,7,0,8,3,6,778
"Z",4,11,6,8,7,8,7,3,9,7,6,7,1,7,11,9,13611
"J",6,11,7,8,3,9,5,4,7,15,4,11,1,6,1,7,16473
"X",1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,8,9566
"Y",3,2,5,4,2,5,10,1,7,9,11,9,1,11,2,7,6615
"F",3,2,4,3,2,6,10,4,6,10,8,5,4,9,3,7,19281
"L",5,10,6,8,5,9,3,2,6,9,2,9,2,5,3,9,60
"U",5,5,6,4,3,4,8,5,8,10,9,9,3,9,2,6,6507
"E",1,3,3,2,1,7,7,2,6,11,6,9,2,9,4,10,15623
"Q",1,0,1,1,0,8,7,6,2,6,6,8,2,8,2,8,17800
"O",2,3,3,2,1,8,7,6,4,9,6,9,2,8,3,8,10326
"A",3,5,5,7,2,7,7,3,1,6,0,8,3,7,1,8,217
"G",3,2,5,3,3,7,6,6,6,6,6,10,2,9,4,9,7706
"B",5,10,5,5,5,7,8,3,5,9,6,7,6,5,7,8,1984
"Q",2,2,3,3,2,8,8,6,1,5,6,9,2,9,5,10,19935
"M",3,3,5,2,2,5,6,4,3,10,10,10,6,5,2,7,19853
"L",3,8,4,6,2,7,3,1,8,9,2,11,0,7,2,9,16695
"C",5,8,6,6,4,6,8,6,9,6,6,13,1,8,4,9,11614
"Q",4,9,5,10,5,7,7,6,3,8,9,10,3,8,7,9,4853
"L",1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,2997
"J",2,3,3,2,1,8,6,3,6,14,6,10,0,7,0,8,9510
"I",1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8,9242
"W",9,10,9,7,6,2,10,2,NA,11,11,9,7,10,1,7,9810
"J",2,7,4,5,1,7,6,4,6,15,7,12,1,6,0,7,16667
"N",3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,18012
"H",7,11,10,8,9,8,7,3,6,10,4,7,4,9,4,9,14451
"N",4,6,5,4,3,7,8,6,6,7,7,6,6,9,2,6,18396
"V",3,7,5,5,2,8,9,4,2,6,13,8,3,10,0,8,9880
"R",4,6,4,8,3,5,12,9,4,7,2,9,3,7,6,11,17482
"E",4,9,6,6,4,NA,8,4,8,11,9,9,2,9,5,6,8157
"G",5,8,6,6,4,6,6,7,6,6,6,11,2,8,4,9,18496
"W",3,7,6,5,4,7,11,2,2,6,9,8,7,11,1,8,6004
"Q",5,5,7,8,9,8,8,5,1,6,6,10,7,13,7,13,19617
"V",4,5,5,3,2,4,12,2,3,9,11,7,4,11,1,7,9769
"N",2,1,3,2,2,7,8,5,5,7,7,6,5,9,1,5,11992
"W",4,8,6,6,8,10,9,5,2,6,7,7,8,9,4,5,8556
"O",3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8,627
"Z",4,8,6,6,4,7,8,2,9,11,6,8,1,8,6,8,16412
"O",2,3,2,2,1,8,7,6,3,9,6,8,2,8,3,8,10645
"N",5,7,7,5,4,7,9,2,4,10,5,6,5,9,1,7,11304
"K",5,9,6,7,4,6,7,4,8,7,6,9,3,8,5,9,7941
"M",2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,4597
NA,3,5,4,6,4,7,8,5,2,7,8,11,2,9,5,8,18857
"S",2,1,2,2,1,8,7,4,7,5,6,7,0,8,8,8,9507
"V",6,8,5,6,3,4,11,3,4,9,11,7,2,10,1,8,8454
"C",6,10,4,5,2,6,9,6,6,11,7,7,2,9,5,9,59
"A",3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8,16490
"S",4,11,4,8,4,8,6,7,7,7,8,9,2,10,10,7,16107
"M",5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,4057
"M",1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,9582
"V",7,11,7,8,5,2,12,2,3,9,11,8,3,9,2,6,15763
"B",3,7,5,6,6,7,7,5,4,7,6,8,6,9,7,7,15143
"V",1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,5483
"S",2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,2838
"I",2,6,3,4,1,7,7,0,8,14,6,8,0,8,1,8,7878
"O",1,0,1,1,0,7,6,6,3,7,6,8,2,8,3,8,2810
